sample	group	strain	strain_name_plus_group	BIN	CDS	curated_gene	gene_category	gene_category_subunit	Length	GC	qGC	GC3	qGC3	CAI_genome	pCAI_genome	CAI_HiExp	pCAI_HiExp	KO	annotation_auto	EC	reference
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561705453	mmoX	mmo	mmoX	1584	0.536616162	61.94340408	0.681818182	89.3258427	0.802160406	98.7099459	0.553545658	36.7457345	K16157	methane monooxygenase component A alpha chain [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561705454	mmoY	mmo	mmoY	1179	0.523324852	48.60590928	0.643765903	71.53558052	0.773569386	91.48980441	0.563653454	50.41614648	K16158	methane monooxygenase component A beta chain [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561705456	mmoZ	mmo	mmoZ	498	0.524096386	49.35497295	0.71686747	96.79567208	0.780928771	93.98668331	0.549501301	32.37619642	K16159	methane monooxygenase component A gamma chain [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561705455	mmoB	mmo	mmoB	426	0.518779343	44.38202247	0.661971831	80.85726176	0.768340311	89.1593841	0.516367996	7.885975864	K16160	methane monooxygenase regulatory protein B		
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561705458	mmoC	mmo	mmoC	1038	0.520231214	45.6928839	0.61849711	57.69870995	0.760512824	85.72617561	0.595198631	85.20599251	K16161	methane monooxygenase component C [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561705457	mmoD	mmo	mmoD	303	0.524752475	50	0.613861386	55.26425302	0.666109772	27.02871411	0.515912626	7.698709946	K16162	methane monooxygenase component D		
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561704090	mxaF	mxa	mxaF	1809	0.545052515	70.8281315	0.693200663	92.5093633	0.774770874	92.03079484	0.569096071	57.53225135	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561706408	xoxF	xox	xoxF	1854	0.509169364	35.51810237	0.542071197	25.13524761	0.679102935	32.83395755	0.599220968	87.74448606	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	2561704093	mxaI	mxa	mxaI	282	0.535460993	60.46608406	0.627659574	62.63004578	0.819781564	99.60466084	0.587083881	78.61007074	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522497717	pxmC	pxm	pxmC	789	0.390367554	2.226345083	0.346007605	1.999587714	0.643130814	18.92393321	0.609805848	94.04246547	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499744	pmoC1	pmo/amo	pmoC	753	0.435590969	7.482993197	0.462151394	10.88435374	0.604175224	9.750566893	0.568665491	64.41970728	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499955	pmoC	pmo/amo	pmoC	774	0.520671835	49.63924964	0.674418605	89.65161822	0.743181062	75.67511853	0.545306569	36.13687899	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522497719	pxmA	pxm	pxmA	744	0.459677419	12.55411255	0.447580645	9.420737992	0.619628774	13.04885591	0.559266619	52.97876726	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499743	pmoA1	pmo/amo	pmoA	750	0.469333333	16.12038755	0.492	15.44011544	0.569647962	4.49391878	0.571485313	67.84168213	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499957	pmoA	pmo/amo	pmoA	753	0.521912351	50.95856524	0.673306773	89.36301793	0.757312613	85.13708514	0.558689732	52.36033807	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522497718	pxmB	pxm	pxmB	1224	0.426470588	5.813234385	0.384803922	4.184704185	0.604627485	9.833024119	0.577285765	74.21150278	K10945	methane/ammonia monooxygenase subunit B		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499742	pmoB1	pmo/amo	pmoB	1245	0.458634538	12.34796949	0.404819277	5.607091321	0.601650175	9.276437848	0.593641872	87.48711606	K10945	methane/ammonia monooxygenase subunit B		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499956	pmoB	pmo/amo	pmoB	1239	0.543179984	72.52112966	0.675544794	89.8989899	0.762532788	87.73448773	0.542746931	33.47763348	K10945	methane/ammonia monooxygenase subunit B		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499919	mmoX	mmo	mmoX	1584	0.533459596	62.5438054	0.672348485	89.09503195	0.794468834	97.58812616	0.53903951	29.27231499	K16157	methane monooxygenase component A alpha chain [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499920	mmoY	mmo	mmoY	1179	0.512298558	41.84704185	0.615776081	61.38940425	0.755937754	84.31251288	0.564686009	59.38981653	K16158	methane monooxygenase component A beta chain [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499922	mmoZ	mmo	mmoZ	498	0.504016064	34.858792	0.674698795	89.73407545	0.740767713	73.75798804	0.549862899	41.49659864	K16159	methane monooxygenase component A gamma chain [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499921	mmoB	mmo	mmoB	426	0.497652582	30.46794475	0.612676056	59.55473098	0.762667444	87.81694496	0.529302439	20.55246341	K16160	methane monooxygenase regulatory protein B		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499924	mmoC	mmo	mmoC	1038	0.507707129	37.99216656	0.589595376	47.04184704	0.736142256	70.27417027	0.592322808	86.88930118	K16161	methane monooxygenase component C [EC:1.14.13.25]	EC:1.14.13.25	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499923	mmoD	mmo	mmoD	261	0.509578544	39.45578231	0.586206897	45.39270254	0.655598066	22.82003711	0.526248212	17.87260359	K16162	methane monooxygenase component D		
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522497092	mxaF	mxa	mxaF	1809	0.53620785	65.09997939	0.674958541	89.79591837	0.769179998	90.66171923	0.583363443	79.85982272	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522499177	xoxF	xox	xoxF	1854	0.505393743	36.05442177	0.530744337	24.22180994	0.681600675	33.02411874	0.623459981	97.15522573	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	2522497095	mxaI	mxa	mxaI	282	0.528368794	57.28715729	0.617021277	61.98721913	0.770880472	91.15646259	0.590499875	85.52875696	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517554793	pxmC	pxm	pxmC	774	0.554263566	53.95683453	0.736434109	85.97122302	0.735941644	71.58273381	0.469232647	9.93705036	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517556290	pmoC1	pmo/amo	pmoC	753	0.460823373	9.240107914	0.494023904	10.58902878	0.566540502	7.868705036	0.567648334	93.70503597	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517556291	pmoA1	pmo/amo	pmoA	744	0.47983871	13.73651079	0.516129032	13.06205036	0.524391519	3.282374101	0.516807992	53.82194245	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517554794	pxmB	pxm	pxmB	1110	0.594594595	84.41996403	0.724324324	81.0926259	0.713530928	56.94694245	0.497663805	32.01438849	K10945	methane/ammonia monooxygenase subunit B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517556292	pmoB1	pmo/amo	pmoB	1245	0.468273092	10.67895683	0.45060241	6.002697842	0.522048995	3.102517986	0.556097312	89.63579137	K10945	methane/ammonia monooxygenase subunit B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517555720	xoxF	xox	xoxF	1839	0.544317564	45.88579137	0.639477977	42.10881295	0.682053055	39.11870504	0.580640682	96.78507194	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517556682	mxaF	mxa	mxaF	1818	0.573707371	68.86241007	0.749174917	90.1528777	0.77428806	91.18705036	0.54821843	85.09442446	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517556679	mxaI	mxa	mxaI	285	0.494736842	19.01978417	0.578947368	24.10071942	0.725022202	64.70323741	0.571219032	94.98651079	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	2517555482	hao	hao	hao	1650	0.578181818	72.75179856	0.730909091	83.70053957	0.788605885	95.54856115	0.555779486	89.47841727	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6	
Isolate	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	2517249091	pmoC1	pmo/amo	pmoC	753	0.459495352	8.500123548	0.505976096	11.39115394	0.543034608	9.019026439	0.466461398	55.62144799	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	2517249090	pmoA1	pmo/amo	pmoA	744	0.469086022	10.62515444	0.491935484	9.85915493	0.486181404	2.742772424	0.486318956	73.28885594	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	
Isolate	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	2517249089	pmoB1	pmo/amo	pmoB	1245	0.473092369	11.24289597	0.455421687	6.103286385	0.500820858	3.706449222	0.51920441	91.5987151	K10945	methane/ammonia monooxygenase subunit B		
Isolate	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	2517246851	mxaF	mxa	mxaF	1812	0.592163355	79.2191747	0.796357616	96.0217445	0.833434822	98.96219422	0.534315638	95.30516432	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	2517247151	xoxF	xox	xoxF	1854	0.544228695	40.40029652	0.645631068	38.49765258	0.68238216	40.27674821	0.531487177	94.78626143	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	2517246848	mxaI	mxa	mxaI	282	0.531914894	33.08623672	0.723404255	68.37163331	0.806994704	94.39090684	0.572016525	98.7150976	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	2517248514	hao	hao	hao	1671	0.569120287	59.03138127	0.701974865	59.05609093	0.766366825	77.9342723	0.493211963	78.45317519	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6	
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516959756	pmoC1	pmo/amo	pmoC	753	0.411686587	6.632770973	0.38247012	6.170556968	0.579076677	4.159926046	0.553644662	44.18765889	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516959755	pmoA1	pmo/amo	pmoA	744	0.428763441	10.30737231	0.423387097	9.868269009	0.545654912	1.178645713	0.549722342	40.39750404	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516959754	pmoB1	pmo/amo	pmoB	1245	0.421686747	8.643401895	0.322891566	2.519066328	0.57464853	3.466605038	0.57582246	67.29835914	K10945	methane/ammonia monooxygenase subunit B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960583	mmoX	mmo	mmoX	1584	0.518939394	55.55812341	0.642045455	77.12040675	0.768457642	92.14236191	0.553779301	44.37254449	K16157	methane monooxygenase component A alpha chain [EC:1.14.13.25]	EC:1.14.13.25	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960584	mmoY	mmo	mmoY	1179	0.508905852	47.21516062	0.605597964	61.35890917	0.743096881	78.41460596	0.617961632	93.48278253	K16158	methane monooxygenase component A beta chain [EC:1.14.13.25]	EC:1.14.13.25	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960586	mmoZ	mmo	mmoZ	498	0.526104418	61.70556968	0.680722892	91.0792697	0.773814245	94.49965334	0.579157995	70.62629998	K16159	methane monooxygenase component A gamma chain [EC:1.14.13.25]	EC:1.14.13.25	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960585	mmoB	mmo	mmoB	426	0.471830986	23.82713196	0.563380282	42.20013866	0.763536245	90.08550959	0.533602485	26.18442339	K16160	methane monooxygenase regulatory protein B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960588	mmoC	mmo	mmoC	1038	0.523121387	59.18650335	0.621387283	68.61566905	0.770884857	93.32100763	0.610531023	90.7326092	K16161	methane monooxygenase component C [EC:1.14.13.25]	EC:1.14.13.25	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960587	mmoD	mmo	mmoD	252	0.547619048	79.50080887	0.642857143	77.60573145	0.696356604	41.87658886	0.58312068	74.48578692	K16162	methane monooxygenase component D		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960807	mxaF	mxa	mxaF	1809	0.551686014	82.1354287	0.714759536	96.81072336	0.778681707	95.77074185	0.582851279	74.16223712	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516961404	xoxF	xox	xoxF	1854	0.491370011	35.08204299	0.514563107	26.13820199	0.69525234	41.04460365	0.589296415	79.93991218	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	2516960810	mxaI	mxa	mxaI	288	0.496527778	38.45620522	0.5625	41.73792466	0.757450945	86.66512595	0.543262042	34.11139358	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508830408	pmoC1_2	pmo/amo	pmoC	768	0.567708333	43.23869611	0.76171875	93.22818086	0.753532776	80.27339642	0.639267136	94.51104101	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508831462	pmoC1_1	pmo/amo	pmoC	789	0.552598226	30.24185068	0.745247148	88.43322818	0.764592023	86.28811777	0.598338328	59.57939012	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508833034	pmoC1_3	pmo/amo	pmoC	789	0.550063371	28.22292324	0.733840304	83.95373291	0.754177661	80.86225026	0.602585517	65.57308097	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508833441	pxmC	pxm	pxmC	912	0.558114035	34.63722397	0.717105263	75.70977918	0.741739939	73.18611987	0.579571147	33.37539432	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508833640	pmoC1_4	pmo/amo	pmoC	768	0.56640625	41.91377497	0.78515625	96.88748686	0.771634508	89.29547844	0.618585278	84.03785489	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508833643	pmoC1_5	pmo/amo	pmoC	768	0.553385417	30.87276551	0.74609375	88.7276551	0.757676637	82.71293375	0.630918718	91.58780231	K10946	methane/ammonia monooxygenase subunit C		
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508831463	pmoA1_1	pmo/amo	pmoA	744	0.549731183	27.9915878	0.737903226	85.50998948	0.733624055	67.71819138	0.590232712	48.47528917	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508831464	pmoB1_1	pmo/amo	pmoB	1245	0.570281124	45.59411146	0.739759036	86.26708728	0.759415423	83.78548896	0.589090934	46.81388013	K10945	methane/ammonia monooxygenase subunit B		
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508832546	mxaF	mxa	mxaF	1806	0.574750831	50.22082019	0.752491694	90.80967403	0.785930275	94.21661409	0.614602103	80.3785489	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508833647	xoxF	xox	xoxF	1866	0.56698821	42.39747634	0.71221865	73.01787592	0.760926671	84.56361725	0.624816491	87.92849632	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508832549	mxaI	mxa	mxaI	276	0.554347826	31.86119874	0.706521739	69.58990536	0.781592626	92.70241851	0.64781155	96.57202944	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	
Isolate	Ib	Methylocaldum_szegediense_O-12	Ib_Methylocaldum_szegediense_O-12	Methylocaldum_szegediense_O-12	2508832944	hao	hao	hao	1620	0.561728395	37.58149317	0.7	65.86750789	0.760604515	84.29022082	0.628920593	90.45215563	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6	
