Oxidation	Sample	Group	Genome_Name_spaced	Genome_Name_Updated	Genome_Size	GC	Genome_Reference	taxon_oid	Domain	Phylum	Class	Order	Family	Genus	Species	Strain	IMG_Genome_ID_	NCBI_Taxon_ID	Culture_Type	Cultured	Ecosystem	Ecosystem_Category	Ecosystem_Subtype	Ecosystem_Type	Energy_Source	Geographic_Location	Habitat	Metabolism	Motility	Temperature_Range	Gene_Count	CDS_Count	RNA_Count	16S_rRNA_Count	tRNA_Count	Status	Study_Name	Sequencing_Center	Latitude_exact	Longitude_exact	Country	Ref_location	Latitude_country	Longitude_country
Methane	isolate	IIa	Methylosinus sp. LW3	Methylosinus_sp._LW3	5090474	0.65	"Beck, D. A., McTaggart, T. L., Setboonsarng, U., Vorobev, A., Goodwin, L., Shapiro, N., ... & Chistoserdova, L. (2015). Multiphyletic origins of methylotrophy in Alphaproteobacteria, exemplified by comparative genomics of Lake Washington isolates. Environmental microbiology, 17(3), 547-554."	2517093011	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus sp. LW3	LW3	2517093011	107635	Isolate	Yes	Environmental	Aquatic	Lentic	Freshwater			"Aquatic, Fresh water"				4763	4676	87	3	57	Permanent Draft	Genomes of fifty methylotrophs isolated from Lake Washington	DOE Joint Genome Institute (JGI)	48.3807	-122.1599	USA	IMG/JGI country	48.3807	-122.1599
Methane	isolate	IIa	Methylosinus sp. LW4	Methylosinus_sp._LW4	4824446	0.65	"Beck, D. A., McTaggart, T. L., Setboonsarng, U., Vorobev, A., Goodwin, L., Shapiro, N., ... & Chistoserdova, L. (2015). Multiphyletic origins of methylotrophy in Alphaproteobacteria, exemplified by comparative genomics of Lake Washington isolates. Environmental microbiology, 17(3), 547-554."	2516493024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus sp. LW4	LW4	2516493024	136993	Isolate	Yes	Environmental	Aquatic	Lentic	Freshwater		Lake Washington	"Aquatic, Fresh water"				4496	4412	84	3	56	Permanent Draft	Genomes of fifty methylotrophs isolated from Lake Washington	DOE Joint Genome Institute (JGI)	48.3807	-122.1599	USA	IMG/JGI country	48.3807	-122.1599
Methane	isolate	IIa	Methylosinus sp. PW1	Methylosinus_sp._PW1	5128790	0.65	"Beck, D. A., McTaggart, T. L., Setboonsarng, U., Vorobev, A., Goodwin, L., Shapiro, N., ... & Chistoserdova, L. (2015). Multiphyletic origins of methylotrophy in Alphaproteobacteria, exemplified by comparative genomics of Lake Washington isolates. Environmental microbiology, 17(3), 547-554."	2582581241	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus sp. PW1	PW1	2582581241	107636	Isolate	Yes	Environmental	Aquatic	Lentic	Freshwater			"Aquatic, Fresh water"				4924	4826	98	4	64	Permanent Draft	Genomes of fifty methylotrophs isolated from Lake Washington	DOE Joint Genome Institute (JGI)	48.3807	-122.1599	USA	IMG/JGI country	48.3807	-122.1599
Methane	isolate	IIa	Methylosinus sp. R-45379	Methylosinus_sp._R-45379	4973183	0.64	"Heylen, K., De Vos, P., & Vekeman, B. (2016). Draft genome sequences of eight obligate methane oxidizers occupying distinct niches based on their nitrogen metabolism. Genome announcements, 4(4), e00421-16."	2744054736	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus sp. R-45379	R-45379	2744054736	980563	Isolate	Yes						Belgium: Ghent					4775	4704	71	1	49	Permanent Draft	Methylomonas genome sequencing - Ghent University	Ghent University	51.05	3.733333	Belgium	"wetland near Ghent, Belgium - Literature"	51.05	3.733333
Methane	isolate	IIa	Methylosinus trichosporium OB3b	Methylosinus_trichosporium_OB3b	4962262	0.66	"Stein, L. Y., Yoon, S., Semrau, J. D., DiSpirito, A. A., Crombie, A., Murrell, J. C., ... & Bruce, D. (2010). Genome sequence of the obligate methanotroph Methylosinus trichosporium strain OB3b. Journal of bacteriology, 192(24), 6497-6498."	2507262027	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus	Methylosinus trichosporium	OB3b	2507262027	595536	Isolate	Yes					Methanotroph	Warwick	Soil	"Methane oxidation, Pollutant degrader, TCE degrader"		Mesophile	4568	4502	66	2	50	Permanent Draft	"CSP_786864, Methanotrophic Bacteria"	DOE Joint Genome Institute (JGI)	NA	NA	NA	NA	NA	NA
Methane	isolate	IIb	Methylocapsa acidiphila B2	Methylocapsa_acidiphila_B2	4103433	0.62	"Dedysh, S. N., Khmelenina, V. N., Suzina, N. E., Trotsenko, Y. A., Semrau, J. D., Liesack, W., & Tiedje, J. M. (2002). Methylocapsa acidiphila gen. nov., sp. nov., a novel methane-oxidizing and dinitrogen-fixing acidophilic bacterium from Sphagnum bog. International Journal of Systematic and Evolutionary Microbiology, 52(1), 251-261."	2510065046	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocapsa	Methylocapsa acidiphila	B2	2510065046	395964	Isolate	Yes	Environmental	Aquatic	Wetlands	Freshwater	Methylotroph	Acidic Sphagnum peat bog		Methane oxidation	Nonmotile	Psychrotolerant	3762	3700	62	2	48	Permanent Draft	Obligate methanotrophy CSP_777358	DOE Joint Genome Institute (JGI)	56	82	Russia	"Sphagnum–Carex plant community (Bakchar bog, Plotnikovo field station in West Siberia, 56° N, 82° E)"	56	82
Methane	isolate	IIb	Methylocapsa aurea KYG T	Methylocapsa_aurea_KYG	3971247	0.61	"Dunfield, P. F., Belova, S. E., Vorob'ev, A. V., Cornish, S. L., & Dedysh, S. N. (2010). Methylocapsa aurea sp. nov., a facultative methanotroph possessing a particulate methane monooxygenase, and emended description of the genus Methylocapsa. International journal of systematic and evolutionary microbiology, 60(11), 2659-2664."	2574180437	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocapsa	Methylocapsa aurea	KYG T	2574180437	663610	Isolate	Yes											3606	3544	62	1	48	Permanent Draft	Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.	DOE Joint Genome Institute (JGI)	50.81	8.770833	Germany	"under a small ephemeral brook in a forest near Marburg, Germany"	50.81	8.770833
Methane	isolate	IIb	Methylocapsa palsarum NE2	Methylocapsa_palsarum_NE2	4105299	0.62	"Miroshnikov, K. K., Didriksen, A., Naumoff, D. G., Huntemann, M., Clum, A., Pillay, M., ... & Reddy, T. B. K. (2017). Draft Genome Sequence of Methylocapsa palsarum NE2T, an Obligate Methanotroph from Subarctic Soil. Genome Announcements, 5(24), e00504-17."	2675903028	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocapsa	Methylocapsa palsarum	NE2	2675903028	1612308	Isolate	Yes	Environmental	Terrestrial		Soil	Methanotroph		Soil		Nonmotile		3889	3820	69	1	47	Permanent Draft	"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains"	DOE Joint Genome Institute (JGI)	69.685267	29.195867	Norway	a sample of the moss Sphagnum lindbergii collected in August 2011 in northern Norway (69* 41.116' N 29* 11.752' E) - Literature	69.685267	29.195867
Methane	isolate	IIb	"Methylocella silvestris BL2, DSM 15510"	Methylocella_silvestris_BL2	4305430	0.63	"Chen, Y., Crombie, A., Rahman, M. T., Dedysh, S. N., Liesack, W., Stott, M. B., ... & Dunfield, P. F. (2010). Complete genome sequence of the aerobic facultative methanotroph Methylocella silvestris BL2. Journal of bacteriology, 192(14), 3840-3841."	643348565	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella silvestris	BL2	643348565	395965	Isolate	Yes	Environmental	Terrestrial	Unclassified	Unclassified	Methylotroph	Acidic forest cambisol near Marburg Germany		Methane oxidation	Nonmotile	Psychrotolerant	3971	3917	54	2	48	Finished	Obligate methanotrophy CSP_777358	DOE Joint Genome Institute (JGI)	50.814788	8.769239	Germany	IMG/JGI	50.814788	8.769239
Methane	isolate	IIb	Methyloferula stellata AR4	Methyloferula_stellata_AR4	4235448	0.6	"Dedysh, S. N., Naumoff, D. G., Vorobev, A. V., Kyrpides, N., Woyke, T., Shapiro, N., ... & Dunfield, P. F. (2015). Draft genome sequence of Methyloferula stellata AR4, an obligate methanotroph possessing only a soluble methane monooxygenase. Genome announcements, 3(2), e01555-14."	2516653063	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methyloferula	Methyloferula stellata	AR4	2516653063	876269	Isolate	Yes	Environmental	Aquatic	Wetlands	Freshwater		Archangelsk region Russian Federation	"Aquatic, Fresh water"				4027	3967	60	1	46	Permanent Draft	Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.	DOE Joint Genome Institute (JGI)	65.016667	35.733333	Russia	"Torfjanoye, Archangelsk region, European North Russia (65* 01' N 35* 44' E)"	65.016667	35.733333
Methane	isolate	III	Methylacidiphilum fumariolicum SolV	Methylacidiphilum_fumariolicum_SolV	2476671	0.41	"Khadem, A. F., Wieczorek, A. S., Pol, A., Vuilleumier, S., Harhangi, H. R., Dunfield, P. F., ... & Stein, L. Y. (2012). Draft genome sequence of the volcano-inhabiting thermoacidophilic methanotroph Methylacidiphilum fumariolicum strain SolV. Journal of bacteriology, 194(14), 3729-3730."	2630968640	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum fumariolicum	SolV	2630968640	1156937	Isolate	Yes											2298	2244	54	1	47	Finished	Methylacidiphylum fumariolicum SolV	Leiden University Medical Center	40.827	14.139	Italy	"Solfatara volcano, near Naples, Italy - Literature"	40.827	14.139
Methane	isolate	III	Methylacidiphilum infernorum V4	Methylacidiphilum_infernorum_V4	2287145	0.45	"Hou, S., Makarova, K. S., Saw, J. H., Senin, P., Ly, B. V., Zhou, Z., ... & Wolf, Y. I. (2008). Complete genome sequence of the extremely acidophilic methanotroph isolate V4, Methylacidiphilum infernorum, a representative of the bacterial phylum Verrucomicrobia. Biology Direct, 3(1), 26."	642555138	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum	V4	642555138	481448	Isolate	Yes	Environmental	Terrestrial	Unclassified	Soil	"Autotroph, Methanotroph"	Hell's Gate geothermal area in New Zealand	Hot spring			Thermophile	2521	2472	49	1	46	Finished	Methylacidiphilum infernorum V4	University of Hawaii	-38.065	176.361	New Zealand	Hell's Gate geothermal area in New Zealand - Literature	-38.065	176.361
Methane	isolate	III	Methylacidiphilum kamchatkense Kam1	Methylacidiphilum_kamchatkense_Kam1	2210643	0.4	"Erikstad, H. A., & Birkeland, N. K. (2015). Draft genome sequence of “Candidatus Methylacidiphilum kamchatkense” Strain Kam1, a thermoacidophilic methanotrophic Verrucomicrobium. Genome announcements, 3(2), e00065-15."	2627854055	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum kamchatkense	Kam1	2627854055	1202785	Isolate	Yes											2196	2142	54	1	46	Permanent Draft	Methylacidiphilum kamchatkense Kam1 Genome sequencing	University of Bergen	54.5	159.97	Russia	"acidic hot spring in the Uzon Caldera, in Kamchatka, Russian Federation - Literaature"	54.5	159.97
Methane	metagenome	Ia	LAKE_WA.004	LAKE_WA.004			"Oshkin, I. Y., Beck, D. A., Lamb, A. E., Tchesnokova, V., Benuska, G., McTaggart, T. L., ... & Chistoserdova, L. (2015). Methane-fed microbial microcosms show differential community dynamics and pinpoint taxa involved in communal response. The ISME journal, 9(5), 1119-1129."	this_study									NA	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylobacter-98r (UID4274)	LAKE_WA2_Methylobacter_98r			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166269									2634166269	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylobacter-123 (UID203)	LAKE_WA2_Methylobacter_123			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166220									2634166220	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylobacter-69 (UID4274)	LAKE_WA2_Methylobacter_69			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166254									2634166254	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylobacter tundripaludum-129 (UID203)	LAKE_WA2_Methylobacter_tundripaludum_129			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166227									2634166227	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylococcaceae-21 (UID203)	LAKE_WA2_Methylococcaceae_21			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166236									2634166236	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylococcaceae-55 (UID203)	LAKE_WA2_Methylococcaceae_55			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166249									2634166249	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylosarcina-21 (UID203)	LAKE_WA2_Methylosarcina_21			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166235									2634166235	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylosarcina lacus-69 (UID4274)	LAKE_WA2_Methylosarcina_lacus_69			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166256									2634166256	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	Methylovulum miyakonense-55 (UID4274)	LAKE_WA2_Methylovulum_miyakonense_55			https://gold.jgi.doe.gov/studies?id=Gs0114290	2634166251									2634166251	NA	metagenome	No																			48.3807	-122.1599	USA	IMG/JGI	48.3807	-122.1599
Methane	metagenome	Ia	SERPENTINITE_SPRINGS_overlap.027	SERPENTINITE_SPRINGS_overlap.027			"Brazelton, W. J., Thornton, C. N., Hyer, A., Twing, K. I., Longino, A. A., Lang, S. Q., ... & Schrenk, M. O. (2017). Metagenomic identification of active methanogens and methanotrophs in serpentinite springs of the Voltri Massif, Italy. PeerJ, 5, e2945."	this_study									NA	NA	metagenome	No																			44.4512	8.782	Italy	"the Voltri Massif near Genoa, Italy - Literature"	44.4512	8.782
Methane	metagenome	Ia	SERPENTINITE_SPRINGS_overlap.065	SERPENTINITE_SPRINGS_overlap.065			"Brazelton, W. J., Thornton, C. N., Hyer, A., Twing, K. I., Longino, A. A., Lang, S. Q., ... & Schrenk, M. O. (2017). Metagenomic identification of active methanogens and methanotrophs in serpentinite springs of the Voltri Massif, Italy. PeerJ, 5, e2945."	this_study									NA	NA	metagenome	No																			44.4512	8.782	Italy	"the Voltri Massif near Genoa, Italy - Literature"	44.4512	8.782
