CDS	sample	group	group_uncertain	strain	strain_name_plus_group	BIN	curated_gene	gene_category	gene_category_subunit	Length	GC	qGC	GC3	qGC3	CAI_genome	pCAI_genome	CAI_HiExp	pCAI_HiExp	KO	annotation_auto	EC	reference	tAI	ptAI	ntAI
2504963471	Isolated	Ia	Ia	Methylomonas_methanica_MC09	Ia_Methylomonas_methanica_MC09	Methylomonas_methanica_MC09	mxaF	mxa	mxaF	1809	0.573797678	90.56603774	0.766169154	99.67838765	0.796491314	96.20497427	0.548953816	61.02058319	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.319292479	72.36277873	0.781842845
2504963468	Isolated	Ia	Ia	Methylomonas_methanica_MC09	Ia_Methylomonas_methanica_MC09	Methylomonas_methanica_MC09	mxaI	mxa	mxaI	279	0.534050179	62.75728988	0.688172043	91.3593482	0.759012588	80.87478559	0.521152328	29.71698113	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.348949138	96.46226415	0.854462301
2516191607	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	pxmC	pxm	pxmC	774	0.511627907	42.27290602	0.647286822	79.00117971	0.74280687	74.87219819	0.572898785	62.17066457	K10946	methane/ammonia monooxygenase subunit C			0.334771169	75.89461266	0.786920334
2516191816	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	pmoC1	pmo/amo	pmoC	753	0.434262948	7.156901298	0.466135458	11.5021628	0.607279845	9.830908376	0.572384094	61.54148643	K10946	methane/ammonia monooxygenase subunit C			0.363916816	96.26425482	0.855430721
2516191605	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	pxmA	pxm	pxmA	753	0.528552457	57.80574125	0.705179283	96.53952025	0.77247971	91.97797877	0.552714442	36.49233189	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.360324046	95.16319308	0.846985479
2516191817	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	pmoA1	pmo/amo	pmoA	750	0.476	19.44553677	0.5	17.59732599	0.576101091	4.71883602	0.563309445	50	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.364933642	96.4805348	0.857820894
2516191606	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	pxmB	pxm	pxmB	1239	0.539144471	68.8950059	0.670702179	88.9697208	0.759757165	85.94180102	0.541997597	24.26268187	K10945	methane/ammonia monooxygenase subunit B			0.337425269	78.90287063	0.793159118
2516191818	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	pmoB1	pmo/amo	pmoB	1245	0.451405622	10.85332285	0.387951807	3.93236335	0.605288375	9.496657491	0.605115764	89.81517892	K10945	methane/ammonia monooxygenase subunit B			0.365936033	96.79512387	0.860177136
2516191644	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mmoY	mmo	mmoY	1584	0.526515152	55.89854503	0.647727273	79.21745969	0.784470264	96.04797483	0.562141576	48.13212741	K16157	methane monooxygenase component A alpha chain [EC:1.14.13.25]	EC:1.14.13.25		0.354616778	92.86276052	0.833569851
2516191643	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mmoX	mmo	mmoX	1179	0.510602205	41.32913881	0.608142494	57.6287849	0.738655363	71.86394023	0.571202082	59.75226111	K16158	methane monooxygenase component A beta chain [EC:1.14.13.25]	EC:1.14.13.25		0.330123459	70.44828942	0.775995325
2516191641	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mmoZ	mmo	mmoZ	498	0.487951807	25.42272906	0.638554217	74.26268187	0.760095748	86.13841919	0.563108909	49.72473457	K16159	methane monooxygenase component A gamma chain [EC:1.14.13.25]	EC:1.14.13.25		0.317548418	51.27801809	0.746436162
2516191642	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mmoB	mmo	mmoB	426	0.507042254	38.00629178	0.64084507	75.83562721	0.766987849	89.63822257	0.542965971	25.50137633	K16160	methane monooxygenase regulatory protein B			0.367046032	97.14903657	0.862786324
2516191639	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mmoC	mmo	mmoC	1038	0.519267823	48.85961463	0.630057803	69.62249312	0.768708928	90.40503343	0.595610918	83.9166339	K16161	methane monooxygenase component C [EC:1.14.13.25]	EC:1.14.13.25		0.341434767	82.93354306	0.80258393
2516191640	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mmoD	mmo	mmoD	261	0.524904215	54.50255604	0.632183908	70.93983484	0.660309124	23.79079827	0.514966093	6.96028313	K16162	methane monooxygenase component D			0.322274739	59.08375934	0.757545956
2516189055	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mxaF	mxa	mxaF	1809	0.526257601	55.56429414	0.650082919	80.1612269	0.743074232	75.16712544	0.57201324	60.85332285	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.339531652	81.30161227	0.798110428
2516192404	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	xoxF	xox	xoxF	1854	0.494606257	29.15847424	0.496763754	16.53558789	0.674783335	30.00393236	0.603193431	88.63546992	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.362102892	95.69406213	0.851166871
2516189058	Isolated	Ia	Ia	Methylomonas_sp._11b	Ia_Methylomonas_sp._11b	Methylomonas_sp._11b	mxaI	mxa	mxaI	282	0.517730496	47.42430201	0.606382979	56.82265041	0.75027151	80.41683052	0.563793663	50.60951632	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.320094163	55.62327959	0.752420247
2561705504	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	pxmC	pxm	pxmC	774	0.516795866	42.3429047	0.670542636	84.35289222	0.715050564	55.11860175	0.569627826	58.40615897	K10946	methane/ammonia monooxygenase subunit C			0.474432454	90.51186017	0.774835247
2561707358	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	pmoC1	pmo/amo	pmoC	753	0.438247012	7.032875572	0.470119522	10.32043279	0.614444452	12.17228464	0.57567955	66.16729089	K10946	methane/ammonia monooxygenase subunit C			0.48427508	94.52767374	0.790910061
2561705506	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	pxmA	pxm	pxmA	753	0.521912351	47.39908448	0.669322709	83.91593841	0.741361079	74.11568872	0.552532419	35.70536829	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.471108859	88.84727424	0.769407207
2561707357	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	pmoA1	pmo/amo	pmoA	750	0.476	16.72908864	0.508	16.68747399	0.562853831	4.577611319	0.541251031	23.99084478	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.494032998	96.71244278	0.806846531
2561705505	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	pxmB	pxm	pxmB	1239	0.527845036	53.2667499	0.639225182	68.91385768	0.713798527	54.45276737	0.557032087	41.63545568	K10945	methane/ammonia monooxygenase subunit B			0.461499316	82.85476488	0.753713059
2561707356	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	pmoB1	pmo/amo	pmoB	1245	0.453815261	10.09155223	0.392771084	4.723262588	0.587166803	7.553058677	0.584441511	75.94673325	K10945	methane/ammonia monooxygenase subunit B			0.499357295	97.54473575	0.815542085
2561705453	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mmoX	mmo	mmoX	1584	0.536616162	61.94340408	0.681818182	89.3258427	0.802160406	98.7099459	0.553545658	36.7457345	K16157	methane monooxygenase component A alpha chain [EC:1.14.13.25]	EC:1.14.13.25		0.487119061	95.38077403	0.795554803
2561705454	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mmoY	mmo	mmoY	1179	0.523324852	48.60590928	0.643765903	71.53558052	0.773569386	91.48980441	0.563653454	50.41614648	K16158	methane monooxygenase component A beta chain [EC:1.14.13.25]	EC:1.14.13.25		0.468217468	87.49479817	0.764685034
2561705456	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mmoZ	mmo	mmoZ	498	0.524096386	49.35497295	0.71686747	96.79567208	0.780928771	93.98668331	0.549501301	32.37619642	K16159	methane monooxygenase component A gamma chain [EC:1.14.13.25]	EC:1.14.13.25		0.465198601	85.55971702	0.759754671
2561705455	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mmoB	mmo	mmoB	426	0.518779343	44.38202247	0.661971831	80.85726176	0.768340311	89.1593841	0.516367996	7.885975864	K16160	methane monooxygenase regulatory protein B			0.487053854	95.31835206	0.795448309
2561705458	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mmoC	mmo	mmoC	1038	0.520231214	45.6928839	0.61849711	57.69870995	0.760512824	85.72617561	0.595198631	85.20599251	K16161	methane monooxygenase component C [EC:1.14.13.25]	EC:1.14.13.25		0.474971943	90.74074074	0.775716331
2561705457	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mmoD	mmo	mmoD	303	0.524752475	50	0.613861386	55.26425302	0.666109772	27.02871411	0.515912626	7.698709946	K16162	methane monooxygenase component D			0.453507434	76.508531	0.74066085
2561704090	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mxaF	mxa	mxaF	1809	0.545052515	70.8281315	0.693200663	92.5093633	0.774770874	92.03079484	0.569096071	57.53225135	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.477489604	92.00998752	0.779828134
2561706408	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	xoxF	xox	xoxF	1854	0.509169364	35.51810237	0.542071197	25.13524761	0.679102935	32.83395755	0.599220968	87.74448606	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.512782101	99.02205576	0.837467257
2561704093	Isolated	Ia	Ia	Methylomonas_sp._LW13	Ia_Methylomonas_sp._LW13	Methylomonas_sp._LW13	mxaI	mxa	mxaI	282	0.535460993	60.46608406	0.627659574	62.63004578	0.819781564	99.60466084	0.587083881	78.61007074	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.481621133	93.59134415	0.786575679
2522497717	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pxmC	pxm	pxmC	789	0.390367554	2.226345083	0.346007605	1.999587714	0.643130814	18.92393321	0.609805848	94.04246547	K10946	methane/ammonia monooxygenase subunit C			0.305422666	30.69470212	0.723217267
2522499744	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pmoC1	pmo/amo	pmoC	753	0.435590969	7.482993197	0.462151394	10.88435374	0.604175224	9.750566893	0.568665491	64.41970728	K10946	methane/ammonia monooxygenase subunit C			0.360228684	93.91877963	0.852993682
2522499955	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pmoC	pmo/amo	pmoC	774	0.520671835	49.63924964	0.674418605	89.65161822	0.743181062	75.67511853	0.545306569	36.13687899	K10946	methane/ammonia monooxygenase subunit C			0.356623794	92.41393527	0.844457583
2522497719	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pxmA	pxm	pxmA	744	0.459677419	12.55411255	0.447580645	9.420737992	0.619628774	13.04885591	0.559266619	52.97876726	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.321214801	53.7414966	0.760611824
2522499743	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pmoA1	pmo/amo	pmoA	750	0.469333333	16.12038755	0.492	15.44011544	0.569647962	4.49391878	0.571485313	67.84168213	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.372946687	97.42321171	0.88310893
2522499957	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pmoA	pmo/amo	pmoA	753	0.521912351	50.95856524	0.673306773	89.36301793	0.757312613	85.13708514	0.558689732	52.36033807	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.361207847	94.4547516	0.855312266
2522497718	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pxmB	pxm	pxmB	1224	0.426470588	5.813234385	0.384803922	4.184704185	0.604627485	9.833024119	0.577285765	74.21150278	K10945	methane/ammonia monooxygenase subunit B			0.283740729	12.07998351	0.671876117
2522499742	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pmoB1	pmo/amo	pmoB	1245	0.458634538	12.34796949	0.404819277	5.607091321	0.601650175	9.276437848	0.593641872	87.48711606	K10945	methane/ammonia monooxygenase subunit B			0.370555614	97.0727685	0.877447056
2522499956	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	pmoB	pmo/amo	pmoB	1239	0.543179984	72.52112966	0.675544794	89.8989899	0.762532788	87.73448773	0.542746931	33.47763348	K10945	methane/ammonia monooxygenase subunit B			0.338613813	76.89136261	0.80181134
2522499919	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mmoX	mmo	mmoX	1584	0.533459596	62.5438054	0.672348485	89.09503195	0.794468834	97.58812616	0.53903951	29.27231499	K16157	methane monooxygenase component A alpha chain [EC:1.14.13.25]	EC:1.14.13.25		0.347531875	86.49762935	0.822928619
2522499920	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mmoY	mmo	mmoY	1179	0.512298558	41.84704185	0.615776081	61.38940425	0.755937754	84.31251288	0.564686009	59.38981653	K16158	methane monooxygenase component A beta chain [EC:1.14.13.25]	EC:1.14.13.25		0.342938499	81.65326737	0.812051861
2522499922	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mmoZ	mmo	mmoZ	498	0.504016064	34.858792	0.674698795	89.73407545	0.740767713	73.75798804	0.549862899	41.49659864	K16159	methane monooxygenase component A gamma chain [EC:1.14.13.25]	EC:1.14.13.25		0.31338444	41.49659864	0.742070134
2522499921	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mmoB	mmo	mmoB	426	0.497652582	30.46794475	0.612676056	59.55473098	0.762667444	87.81694496	0.529302439	20.55246341	K16160	methane monooxygenase regulatory protein B			0.372167498	97.25829726	0.881263871
2522499924	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mmoC	mmo	mmoC	1038	0.507707129	37.99216656	0.589595376	47.04184704	0.736142256	70.27417027	0.592322808	86.88930118	K16161	methane monooxygenase component C [EC:1.14.13.25]	EC:1.14.13.25		0.343216098	82.00371058	0.812709195
2522499923	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mmoD	mmo	mmoD	261	0.509578544	39.45578231	0.586206897	45.39270254	0.655598066	22.82003711	0.526248212	17.87260359	K16162	methane monooxygenase component D			0.326043464	60.56483199	0.772045725
2522497092	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mxaF	mxa	mxaF	1809	0.53620785	65.09997939	0.674958541	89.79591837	0.769179998	90.66171923	0.583363443	79.85982272	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.343360546	82.18923933	0.813051236
2522499177	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	xoxF	xox	xoxF	1854	0.505393743	36.05442177	0.530744337	24.22180994	0.681600675	33.02411874	0.623459981	97.15522573	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.356553575	92.20779221	0.84429131
2522497095	Isolated	Ia	Ia	Methylomonas_sp._MK1	Ia_Methylomonas_sp._MK1	Methylomonas_sp._MK1	mxaI	mxa	mxaI	282	0.528368794	57.28715729	0.617021277	61.98721913	0.770880472	91.15646259	0.590499875	85.52875696	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.340308076	79.03525046	0.805823223
2517554793	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	pxmC	pxm	pxmC	774	0.554263566	53.95683453	0.736434109	85.97122302	0.735941644	71.58273381	0.469232647	9.93705036	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.40500831	58.09352518	0.783309853
2517556290	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	pmoC1	pmo/amo	pmoC	753	0.460823373	9.240107914	0.494023904	10.58902878	0.566540502	7.868705036	0.567648334	93.70503597	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.435184792	90.49010791	0.841672942
2517556291	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	pmoA1	pmo/amo	pmoA	744	0.47983871	13.73651079	0.516129032	13.06205036	0.524391519	3.282374101	0.516807992	53.82194245	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.431747477	88.33183453	0.835024973
2517554794	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	pxmB	pxm	pxmB	1110	0.594594595	84.41996403	0.724324324	81.0926259	0.713530928	56.94694245	0.497663805	32.01438849	K10945	methane/ammonia monooxygenase subunit B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.384600136	31.13758993	0.743839247
2517556292	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	pmoB1	pmo/amo	pmoB	1245	0.468273092	10.67895683	0.45060241	6.002697842	0.522048995	3.102517986	0.556097312	89.63579137	K10945	methane/ammonia monooxygenase subunit B		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.447264902	95.90827338	0.865036585
2517555720	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	xoxF	xox	xoxF	1839	0.544317564	45.88579137	0.639477977	42.10881295	0.682053055	39.11870504	0.580640682	96.78507194	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.425308874	83.18345324	0.822572336
2517556682	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	mxaF	mxa	mxaF	1818	0.573707371	68.86241007	0.749174917	90.1528777	0.77428806	91.18705036	0.54821843	85.09442446	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.419797837	77.54046763	0.811913668
2517556679	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	mxaI	mxa	mxaI	285	0.494736842	19.01978417	0.578947368	24.10071942	0.725022202	64.70323741	0.571219032	94.98651079	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7	"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.411174266	66.99640288	0.795235174
2517555482	Isolated	Ia	Ia	Methylosarcina_fibrata_AML-C10	Ia_Methylosarcina_fibrata_AML-C10	Methylosarcina_fibrata_AML-C10	hao	hao	hao	1650	0.578181818	72.75179856	0.730909091	83.70053957	0.788605885	95.54856115	0.555779486	89.47841727	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6		0.410100935	65.49010791	0.793159288
2517249091	Isolated	Ia	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	pmoC1	pmo/amo	pmoC	753	0.459495352	8.500123548	0.505976096	11.39115394	0.543034608	9.019026439	0.466461398	55.62144799	K10946	methane/ammonia monooxygenase subunit C			0.41336411	96.41709909	0.812854057
2517249090	Isolated	Ia	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	pmoA1	pmo/amo	pmoA	744	0.469086022	10.62515444	0.491935484	9.85915493	0.486181404	2.742772424	0.486318956	73.28885594	K10944	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]	EC:1.14.18.3		0.400163667	91.64813442	0.78689623
2517249089	Isolated	Ia	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	pmoB1	pmo/amo	pmoB	1245	0.473092369	11.24289597	0.455421687	6.103286385	0.500820858	3.706449222	0.51920441	91.5987151	K10945	methane/ammonia monooxygenase subunit B			0.408525362	95.20632567	0.803338969
2517246851	Isolated	Ia	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	mxaF	mxa	mxaF	1812	0.592163355	79.2191747	0.796357616	96.0217445	0.833434822	98.96219422	0.534315638	95.30516432	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.410921203	95.92290586	0.808050237
2517247151	Isolated	Ia	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	xoxF	xox	xoxF	1854	0.544228695	40.40029652	0.645631068	38.49765258	0.68238216	40.27674821	0.531487177	94.78626143	K14028	methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]	EC:1.1.2.7		0.413703928	96.46651841	0.813522286
2517246848	Isolated	Ia	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	mxaI	mxa	mxaI	282	0.531914894	33.08623672	0.723404255	68.37163331	0.806994704	94.39090684	0.572016525	98.7150976	K14029	methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]	EC:1.1.2.7		0.395154308	88.43587843	0.777045647
2517248514	Isolated	Ia	Ia	Methylosarcina_lacus_LW14	Ia_Methylosarcina_lacus_LW14	Methylosarcina_lacus_LW14	hao	hao	hao	1671	0.569120287	59.03138127	0.701974865	59.05609093	0.766366825	77.9342723	0.493211963	78.45317519	K10535	hydroxylamine dehydrogenase [EC:1.7.2.6]	EC:1.7.2.6		0.3615597	49.93822585	0.710984
2516959756	Isolated	Ia	Ia	Methylovulum_miyakonense_HT12	Ia_Methylovulum_miyakonense_HT12	Methylovulum_miyakonense_HT12	pmoC1	pmo/amo	pmoC	753	0.411686587	6.632770973	0.38247012	6.170556968	0.579076677	4.159926046	0.553644662	44.18765889	K10946	methane/ammonia monooxygenase subunit C		"Hamilton, R., Kits, K. D., Ramonovskaya, V. A., Rozova, O. N., Yurimoto, H., Iguchi, H., ... & Knief, C. (2015). Draft genomes of gammaproteobacterial methanotrophs isolated from terrestrial ecosystems. Genome announcements, 3(3)."	0.333028603	82.112318	0.860064025
